duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,unique_id
129,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,48087a83-253b-41be-9cb6-c457e6a32a74
50,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,c0257410-adcc-4d38-87ec-e7d0de31b049
406,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8c06fdb4-1140-4b29-bd79-462b246ba59c
239,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,9837c92f-e4e4-465c-93e9-6a0d5c2b4d43
178,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,865efea7-47ed-4ef2-a5c1-2512bc923b06
81,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,efe2e6e0-77a6-4d8c-958e-9560aef97aa6
327,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0e859ae8-bafe-48a4-89ba-2a7c5e3fd506
604,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3f1d9c09-1f20-477e-9c0b-fb90a141dde2
137,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,e880fdbf-c5bf-47ca-897b-a00cc3598e2f
72,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,155ce8aa-8434-48af-af4b-c853f203c536
246,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,854fe771-08fe-4a57-978a-7a162a26dbfa
199,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,193e79e2-49fa-4315-bb3c-9288a9ff919e
372,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,17d95cc1-a01b-4135-a265-2757116d27e0
167,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,58383a01-54be-44d6-b147-988b9a74ceba
30,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,200854e8-4d2a-4120-a0eb-eb85db4e7c78
189,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,eb46d789-9697-49e9-878b-4a410521bafe
277,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8186b846-17af-4712-be22-db01852d3404
215,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,a4960259-89f1-4673-9185-a305886284d0
133,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1cdfe801-20ef-4a3c-abcc-dbb92247e6d0
183,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,ee8b3aab-22ea-4f09-8c84-6e023acf6747
134,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b4d45710-961b-4ef4-a851-904b29b55d77
211,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d38c9b63-096c-4c2e-a92e-4055f6425103
80,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,9a1f8a38-fe91-4a80-8911-9fb715b4a5c2
220,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,56a6432f-2dca-4865-9280-3d3ec1686167
495,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,badabb18-073b-404e-8518-045250ab1530
157,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8cdb637d-525a-4d76-89ba-9b60170c2375
81,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8045485c-2eb5-4600-8148-33a4e31ba39d
559,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,50c1e9d4-4e34-4154-a5bd-c21c2608fb58
441,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,fe091cff-769f-4fd2-b80c-a59d936197ca
14,21,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,588f539f-e2ac-4d4c-98d2-73a9b4c0c7a9
662,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f745aa73-3007-4bb7-907d-5289059d9486
76,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d5541717-ec98-4886-b0b6-6deb3684259d
230,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,e1b4736d-df6c-4c20-83b7-8d6430477a75
323,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,ad59c821-2fc0-4dbd-902b-55578f41d985
117,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,69581089-d5b0-4d41-af96-d4d954adae82
176,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,cfb088bb-1542-430d-abc6-ea3581ead900
1259,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,3ec365f5-366c-4d65-b3ce-b3df8d8db190
380,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4cb8a3af-d3da-41d8-aec5-0524538df5d0
214,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7dec7de8-6851-4de9-b2e6-1f52db0abde0
136,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,66a0b268-9832-441d-9ddc-36e45294f845
350,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,38a1bb01-e0cb-4107-913a-89365dc3c6e0
56,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,869fa0f9-f137-480a-924d-ce94398b3f52
131,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,a342b96a-d551-4bf0-930c-f6b2f44f8079
113,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3cdb16f7-742b-4d92-8396-e8619af073ac
71,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,510af8f5-53b8-4d45-8d76-3b43d7cbbe34
137,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,ae07f88a-4ece-483c-8c65-86ef574cc4aa
497,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,bd4c6d71-8de1-4561-8723-55ba379b15da
184,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,634a759a-a8f2-411e-82c4-c41300f9ddbb
276,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4dc41c8b-2bf2-45bf-9b76-f51b4340a66f
68,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7537cced-27c0-4460-8657-e4631735f731
11,18,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,428bbcf5-6b77-4b44-a79a-df26a4c8fa18
313,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d7c9c72d-4503-4097-9968-0b8d15a50666
397,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f8582839-3a78-4e07-89fb-b5d816f3873d
164,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,2c76a100-3688-4254-ad55-2c74ae882c6e
1363,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,851d1ea2-ca41-4877-8f29-7fb9d399bbc7
816,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,2cdd64c9-8810-45dd-8026-6b01a15689bd
1030,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b20d73fe-3ce1-4797-8988-2de5a2c15651
266,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f5af1998-6178-4d3d-92da-6afe32652ec1
56,12,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,a0b57d95-a6e9-494f-88e6-a4f93db864bb
143,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1cffc787-1a88-4be6-a229-77b0dfbf4bae
229,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,92c3f61a-36dd-420a-bbc6-2010215c43e0
342,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,5c0f7d32-51f7-4037-97ca-acc74bc66dc3
340,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,6cd0cf25-a398-474f-8710-8a9bb2ab4927
59,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b602ba69-a46a-4eb3-9a2e-5fecce404457
72,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,5e2257b5-d435-4af8-857d-13e5d3e2472c
599,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7094688a-21e3-42ea-af91-276f40f419b3
77,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8796dedb-a2b8-4db4-bb7b-d0daf5dc2241
157,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,dbd4106f-4949-4caa-910f-0ea7b33c0cbd
199,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,28d0b974-88ee-46fc-9cae-67e4c56bdeba
187,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,ee1ac8fe-cecb-4353-b533-5527077c7188
239,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b08ad7d5-5b30-4cea-9d21-fd56aeeee0f5
246,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,06a5dde6-41d0-476c-911a-457f5ed0a78c
238,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f3c2bee8-796c-4815-b996-58365584f35c
118,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,13f90bb5-5b83-4a83-8449-f2844f36eb4b
254,21,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8bfa021d-6a68-467c-b572-9da12fbc101b
281,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,5d379f6b-701c-49b9-a231-34a2c79eba6e
94,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,ab5f4bd8-6af9-40d4-a9f3-84906ec0b61a
269,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,273fb34b-8044-4a5a-a1f6-c45d8b768b28
203,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,5a736ba7-d272-4219-b9c6-bc592b459b5e
140,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7fd31f5a-cc84-4218-b1bf-f3eab1b0d1a3
148,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4723f0fc-6e39-48fd-a431-3622cff4bfe5
583,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f62a7691-1480-43d2-ba52-a978d6182d39
172,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,44582f89-da33-486f-a252-9ffcfda2e4b1
60,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,30444c0a-e135-4084-bc03-39ea1e54568c
70,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,c97e55fa-dba9-4749-a547-04bdab304dc7
68,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,51d943f9-6231-4a06-8d93-7a78b85854d6
267,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,a7169d04-08f4-4f15-a08f-887e97cce7ec
88,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1821921c-de03-40e5-9841-57c2e67baa0b
19,20,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,6cee7889-f51e-42db-be54-860b9577b75a
490,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,aef80302-2f52-466e-8c53-7e249dd89d37
604,14,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,277838dd-86e5-41db-ad68-dab885c52af1
290,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,c875bf72-86d5-41f9-a373-2ac8187b5dbe
78,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7698e97b-8645-4268-9334-882b2ddd2e7f
88,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,ee71c1f7-db9b-47ad-8291-851de0c904ea
113,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,74904982-7d8f-4b49-a9be-c65de47063c4
550,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,701b6ec3-e815-43a7-8e8c-390ab3e10b72
52,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,17dc9fd2-7472-43bb-84a6-4fb53aa7489d
197,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8663f79e-020b-454d-bf6f-fd3258a5845b
235,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,2e637fcc-ef3c-4300-80b0-ebd26cc53840
159,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,17c6a786-9a20-4e0d-ba33-7f15c0c52284
120,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4086b976-9571-479b-ba37-4de1a34fbecf
1516,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,6301734e-1359-49e7-9145-e4655026307d
28,19,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d6745def-2317-4a2b-80b2-51c5dfea2fd6
87,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1b0b60b1-155b-449b-a0a3-91889f29a8ac
151,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,c14c03f8-7df6-40a2-a06d-c15cfc6cd89b
226,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,eda47858-4437-461d-b13c-8f1c029156a1
113,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,704e8ca1-30c2-4b8b-b785-f193be5e7a01
281,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7f50d1b2-6e0f-421d-a727-d7ec78c30d95
1336,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,3d2d0063-c966-4e2e-b944-a85a4f31c61c
173,14,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,a05a7e0d-9030-48a1-af03-e22345887011
83,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8726a49c-de88-42e9-8557-eb4726aa7aa4
180,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,69058cf0-1a84-4d3a-9c46-6f7f5d4e76a5
457,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,45336983-8776-4fd9-a094-d673be429c4b
25,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,e9edb76f-de17-48da-b863-f539ff5ddc73
145,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4c75e9a5-ea06-4a8c-9d9e-d6fc24774327
622,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,a40e8e1c-6f25-4282-bbd7-cbf920521f39
89,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3c295446-52c5-4992-b593-4b65e10d107d
99,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,282d1354-ac12-4ed8-8fe7-64507c699f32
71,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7969a99e-944b-49f9-919a-bb11e5bf448c
407,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d5a8be36-a5ad-4c16-a83f-9abeed362ad3
250,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,879cda83-bf48-4ce1-96ee-eb08d57420be
633,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,31b6e99e-3189-43e4-8d42-3873e12c13cc
111,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,2c86b916-aa1f-425d-944c-d15a059569dc
462,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d9a400ca-e6ea-42a4-b334-ed561bbeeeea
28,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7f2aa309-9db6-405a-83fb-1718743bb3ba
1138,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,822c9b4f-1d02-4555-8628-c6fda3f0057d
107,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,04309ff8-d22b-4f9f-b6b4-0f0361cbaf2e
135,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,cee56dcf-1ff1-4d3a-8ad4-a2c3f6e680ab
96,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,8be64187-8218-4eeb-85a2-0527989deaac
131,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,78eea9e9-207f-4875-add2-eb09cba45791
46,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,6dc06a04-9213-49fc-877c-760781e5c5b8
267,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,00980761-7218-4ff0-975a-00daf39e90ee
213,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,c697a9e0-0eb7-4214-bec2-3f4ab7bb10eb
1242,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,3cb73caa-30ff-436b-8277-d50dd1d08025
109,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,6044f1b6-9475-4484-8232-c7dc8276abef
75,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,2b18d232-c5a7-44f1-81a6-6caafc4897d6
129,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d62d067a-c3b4-44e4-b828-f535302d265a
89,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,55785e4b-72f0-4652-a3c5-78191dfdc2bd
103,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,59fe5cb4-1a7c-407c-a62d-36b1114ec96e
105,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1e21f1ee-4918-4ffd-863a-1848428e870c
71,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,fbe3090b-100e-4545-8aab-365e3304c8fa
406,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,90d0c1ec-7fe4-41d3-a382-ccefe2a6d865
66,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,e424ecfc-a8be-4632-957f-99e8c7fe34b9
38,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f843e1a3-d087-44ca-a9a4-17735f01ac3c
166,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,23a6b238-d1b7-40af-acaf-50a06a4a742b
67,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,6cb778ed-b762-4c6b-af0c-b6a3d1e8a947
121,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,16d467f3-3115-45a4-9f53-99a33c2eb324
524,15,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,c6910e00-6e11-48a0-88e3-62e58addf993
1141,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,c749e997-b279-4d5d-bf5d-d22034793a6c
125,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,5336dd10-63a4-45d7-98d0-dfad3d88bfc4
18,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,60b831ef-3fde-4bdb-b6d9-223cbded4254
355,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,033c2ac3-7a8d-463c-bccd-eab4073c30eb
237,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,89383baa-8733-45b8-b05d-3df9bcfad89b
299,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b79491f7-6c0e-48fd-bec3-1bfcba8fc00d
578,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,4c0fe5b8-795e-46a2-8920-229046590b29
109,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,616c26fb-7641-4563-b371-87003b8fb69c
142,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,995d331a-7cf7-435d-aa49-b8869ae54f04
102,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1a33bde5-4ac2-4151-bdcc-6f98776c1c74
233,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1dd039af-674e-4b41-a905-5d18f8b8d68a
194,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b73a8d0a-ad9a-4332-ba9b-55dd37ec998f
365,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,55084820-e0c2-4794-ab0e-0df3f36a6891
984,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,213f4efe-3d72-47f4-8995-e386af35f464
16,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,95f41a9e-25bd-4c80-9fd7-b738c271fd8f
105,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,1a803ee6-356c-4314-b6bb-e6d2f95b3d2b
215,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b6f1de31-d78a-4c30-8d34-e3ea98167e47
148,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3ca64ca0-12d5-4afa-beaa-011adf3e9ee3
386,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,bb648a2d-a784-4f00-80a1-54bafe21e177
91,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,bcdad46b-d164-4390-9c36-311744e292db
98,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,394a627f-3822-4f73-ae88-fc4da07b9db8
193,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,e2858672-fb57-402c-b4ba-8848d0a2fe57
132,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0d9f87c7-3b7a-440c-b786-bb02b89a7ff2
279,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3aa597b0-fb09-48d3-a61e-e234ddcbc109
109,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,721ead2c-c390-4173-b9fd-6095ceae6058
1045,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,dfe6ded9-d008-47f0-b86d-b7e03c879b03
361,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,c8ef34d0-2367-4ad0-88e6-bc70f0b9bf38
204,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,49f665cf-a30d-4df5-9446-45d8103ae528
83,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,5525c44a-5438-4b10-b4d3-76c4ee86944d
105,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f7004259-a3cc-4056-b0f8-6c3536f99eaa
73,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,01aa1673-05d7-402f-90d2-aadbeb94b478
77,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,68841ccd-82bd-4e4d-b7e7-5c591c284e0e
29,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,6af9c520-5a92-43a6-9786-bc02d0bd64db
355,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,ede17e60-5605-4684-8adf-1326e63e73eb
153,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,d86a5ade-c261-4caa-a839-c2810be14a81
87,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,981fcf13-017e-4412-976c-8a7fe26bd7d9
178,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,e4552456-6082-431c-8fa8-980a915bca3c
174,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,245a7f1b-9b3a-4a2c-8f38-18f59b5faea6
605,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,870e1027-1b63-47a5-ae7a-47af1dfe9323
638,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,af7a059e-6379-421e-b04c-a3d7e5be11b4
89,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4770fc94-f75f-4be0-aaec-7df981b46dec
121,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3f7c0f72-5031-4510-bcb4-cb3acd5eaafb
216,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f317fc09-8757-4ba2-8be2-2d74c2d7f650
83,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,84d9eb6d-e898-4e9e-b161-d8066d79d252
317,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,f8b18f15-9f9b-4a08-9973-5572cb5dcb40
184,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4aa31a0f-9635-4ee8-9c67-497ae3ba0dea
161,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,09a9f89c-a1a8-493d-83a4-070b1e80cd9c
301,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,7a20df9d-cad3-43af-ad72-a52c32bdb2bb
276,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,122fa7f6-f7cb-4bc1-9f8d-a3907e541a46
182,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,9d143e52-1a8d-4053-943c-ed4d5d757c0c
139,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,75eb857b-32af-4258-b3b7-80189c089080
87,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,2a0c91ef-7736-4530-90de-d68cbcd55743
377,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3046a450-30f5-4533-b0a0-d6ad309d45ba
211,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,4ef5a5ae-0449-418d-b4a8-2ff4b7794148
357,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0acf8c11-e8fe-40e9-bd23-cdc87a68c299
119,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,dfee8a73-cea0-4789-91ad-e081fc28c87e
264,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,9fd8d251-26cc-43a2-a6df-9c5cc8e83717
165,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,89770213-426a-44f8-91c6-1b49865630d9
148,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0677aba8-7087-419b-a9ba-c99142cbf0a6
121,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,3b59bfc6-6b2b-4415-a605-d748ae87b7a2
235,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,b6cb065c-b9d1-495f-99f0-8fcab35319cc
90,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,660f034c-5b5d-4d33-b411-2915615d0b98
367,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,de4703e1-090d-4d50-93cc-f9e1176b8ad4
444,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,bea8bff7-3134-42f3-8341-fd92427b7144
141,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0337d9d3-a0d2-4d2f-8031-d4dcdd737bcf
31,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,fe75d280-9733-494f-8d5e-c60f6013ce3b
